transaction_id,account_id,branch_id,product_id,txn_date,amount,transaction_type,channel,is_fraud_flag
TXN00000047,ACC000654,BR001,PRD007,2023-04-24,67.24,withdrawal,atm,False
TXN00000048,ACC001821,BR008,PRD003,2023-04-21,132.14,transfer,online,False
TXN00000049,ACC002218,BR013,PRD008,2023-12-08,142.42,deposit,mobile,False
TXN00000050,ACC000651,BR002,PRD001,2023-12-09,-36.79,deposit,online,False
TXN00000051,ACC002883,BR003,PRD006,2024-07-08,-628.71,payment,branch,False
TXN00000052,ACC001708,BR011,PRD001,2025-05-23,268.6,payment,atm,False
TXN00000053,ACC001053,BR003,PRD006,2025-01-10,-504.92,withdrawal,mobile,False
TXN00000054,ACC002847,BR009,PRD008,2024-06-18,405.39,payment,branch,False
TXN00000055,ACC002864,BR006,PRD007,2025-09-07,-163.99,payment,branch,False
TXN00000056,ACC000354,BR015,PRD008,2023-11-10,458.9,withdrawal,mobile,False
TXN00000057,ACC002453,BR015,PRD003,2025-04-01,16.68,payment,online,False
TXN00000058,ACC925673,BR002,PRD008,2025-11-22,-39.26,deposit,online,False
TXN00000059,ACC002938,BR013,PRD001,2024-02-17,8.33,payment,mobile,False
TXN00000060,ACC001934,BR011,PRD006,2023-05-12,70.84,payment,atm,False
TXN00000061,ACC000714,BR003,PRD005,2025-01-09,88.58,transfer,online,False
TXN00000062,ACC001634,BR010,PRD002,2023-06-25,56.98,deposit,mobile,True
TXN00000063,ACC002878,BR012,PRD001,2025-11-19,-317.62,payment,branch,False
TXN00000064,ACC000162,BR012,PRD002,2023-04-23,-79.42,transfer,branch,False
TXN00000065,ACC000922,BR012,PRD006,2025-06-25,-59.36,payment,atm,False
TXN00000066,ACC001203,BR006,PRD001,2023-05-18,140.83,deposit,branch,False
TXN00000067,ACC001921,BR008,PRD002,2025-01-11,27.34,withdrawal,branch,False
TXN00000068,ACC000609,BR010,PRD005,2025-08-27,291.69,withdrawal,atm,False
TXN00000069,ACC000049,BR010,PRD003,2025-08-21,13.95,payment,online,False
TXN00000070,ACC002763,BR011,PRD006,2024-04-16,-780.15,transfer,mobile,False
TXN00000071,ACC001043,BR006,PRD003,2023-11-06,-266.31,transfer,atm,False
TXN00000072,ACC000342,BR006,PRD002,2024-03-08,-39.88,transfer,branch,False
TXN00000073,ACC002786,BR015,PRD002,2024-01-20,1.0,payment,atm,False
TXN00000074,ACC001736,BR012,PRD007,2025-07-05,-304.18,deposit,mobile,False
TXN00000075,ACC000020,BR006,PRD006,2025-10-13,220.88,payment,online,False
TXN00000076,ACC000191,BR010,PRD005,2025-03-11,235.02,transfer,online,False
TXN00000077,ACC000143,BR014,PRD004,2024-11-22,-265.54,withdrawal,online,False
TXN00000078,ACC002761,BR005,PRD005,2024-11-08,13.85,payment,atm,False
TXN00000079,ACC001532,BR003,PRD006,2025-06-22,79.9,deposit,branch,False
TXN00000080,ACC000233,BR013,PRD006,2023-05-26,22.17,payment,mobile,False
TXN00000081,ACC002498,BR010,PRD006,2024-03-31,357.94,deposit,atm,False
TXN00000082,ACC002363,BR001,PRD004,2025-07-18,175.73,transfer,branch,False
TXN00000083,ACC000164,BR011,PRD003,2025-05-07,72.33,withdrawal,online,False
TXN00000084,ACC002029,BR001,PRD003,2024-11-16,11.82,transfer,atm,False
TXN00000085,ACC002118,BR015,PRD008,2023-07-28,67.05,deposit,online,False
TXN00000086,ACC002798,BR008,PRD005,2024-09-16,-70.8,deposit,online,False
TXN00000087,ACC001016,BR008,PRD002,2024-05-31,-235.42,withdrawal,branch,False
TXN00000088,ACC000322,BR006,PRD008,2023-04-08,182.68,transfer,atm,False
TXN00000089,ACC000742,BR010,PRD007,2025-10-28,-392.81,payment,mobile,False
TXN00000090,ACC001142,BR015,PRD005,2025-07-14,115.03,deposit,atm,False
TXN00000091,ACC000474,BR012,PRD003,2024-03-12,-22.93,deposit,online,False
TXN00000092,ACC001782,BR006,PRD008,2023-05-12,224.84,transfer,mobile,False
TXN00000093,ACC002114,BR003,PRD002,2024-07-24,257.47,transfer,mobile,False
TXN00000094,ACC001729,BR007,PRD006,2023-09-01,148.3,transfer,mobile,False
TXN00000095,ACC001647,BR012,PRD003,2024-05-06,265.3,payment,branch,False
TXN00000096,ACC001374,BR014,PRD001,2024-10-09,122.55,deposit,mobile,False
TXN00000097,ACC002895,BR004,PRD005,2024-05-23,133.14,withdrawal,mobile,False
TXN00000098,ACC000722,BR002,PRD008,2025-04-27,100.41,transfer,online,False
TXN00000099,ACC001443,BR013,PRD002,2023-08-04,4.63,deposit,atm,False
TXN00000100,ACC000059,BR009,PRD003,2025-09-26,20.55,payment,mobile,False
TXN00000101,ACC002855,BR010,PRD006,2025-11-11,5.75,payment,mobile,False
TXN00000102,ACC001774,BR002,PRD005,2025-12-06,182.11,withdrawal,atm,False
TXN00000103,ACC000312,BR007,PRD007,2023-03-26,67.93,transfer,mobile,False
TXN00000104,ACC002928,BR003,PRD005,2025-10-24,127.88,transfer,mobile,False
TXN00000105,ACC001345,BR002,PRD004,2024-03-27,428.63,payment,branch,False
TXN00000106,ACC003091,BR012,PRD004,2023-11-23,51.61,withdrawal,mobile,False
TXN00000107,ACC002143,BR003,PRD005,2025-06-25,-95.09,payment,atm,False
TXN00000108,ACC002219,BR003,PRD006,2025-08-23,253.57,payment,mobile,False
TXN00000109,ACC002959,BR009,PRD001,2025-09-16,-46.76,withdrawal,online,False
TXN00000110,ACC000328,BR007,PRD001,2024-01-08,14.42,withdrawal,online,False
TXN00000111,ACC001422,BR008,PRD006,2024-05-12,61.59,payment,atm,False
TXN00000112,ACC002664,BR008,PRD008,2023-03-16,31.65,transfer,online,False
TXN00000113,ACC002174,BR004,PRD008,2023-05-05,477.89,payment,atm,False
TXN00000114,ACC002742,BR009,PRD003,2024-12-06,-297.16,deposit,online,False
TXN00000115,ACC001043,BR006,PRD003,2024-12-01,180.63,transfer,mobile,False
TXN00000116,ACC002976,BR010,PRD004,2025-07-10,-369.27,deposit,online,False
TXN00000117,ACC001703,BR006,PRD002,2025-05-12,293.03,payment,mobile,False
TXN00000118,ACC001602,BR007,PRD006,2023-01-21,37.17,transfer,online,False
TXN00000119,ACC001767,BR004,PRD004,2024-01-19,401.55,deposit,atm,False
TXN00000120,ACC002467,BR015,PRD008,2025-06-15,139.52,deposit,mobile,False
TXN00000121,ACC000980,BR006,PRD005,2024-07-25,296.52,payment,online,False
TXN00000122,ACC001690,BR004,PRD006,2023-05-02,407.56,withdrawal,branch,False
TXN00000123,ACC001004,BR012,PRD001,2023-08-29,68.89,payment,branch,False
TXN00000124,ACC001540,BR004,PRD004,2024-12-29,-20.99,deposit,online,False
TXN00000125,ACC002246,BR001,PRD002,2023-02-04,46.56,transfer,atm,False
TXN00000126,ACC001148,BR006,PRD004,2025-04-06,-100.27,deposit,atm,False
TXN00000127,ACC001843,BR002,PRD008,2024-10-14,-306.69,transfer,mobile,False
TXN00000128,ACC001508,BR006,PRD005,2025-10-10,354.84,transfer,online,False
TXN00000129,ACC000105,BR015,PRD006,2024-05-06,-1.26,withdrawal,branch,False
TXN00000130,ACC001231,BR015,PRD005,2023-06-02,128.68,transfer,atm,False
TXN00000131,ACC000537,BR003,PRD006,2023-05-07,-97.25,withdrawal,branch,False
TXN00000132,ACC001284,BR010,PRD002,2024-01-14,45.21,transfer,online,False
TXN00000133,ACC002911,BR001,PRD003,2024-02-23,22.98,withdrawal,mobile,False
TXN00000134,ACC003134,BR008,PRD005,2024-02-19,74.14,withdrawal,online,False
TXN00000135,ACC000773,BR011,PRD006,2024-05-10,515.36,deposit,atm,False
TXN00000136,ACC001166,BR001,PRD005,2023-12-21,70.27,payment,atm,False
TXN00000137,ACC000091,BR003,PRD002,2023-07-01,131.66,transfer,atm,False
TXN00000138,ACC002342,BR012,PRD001,2023-02-25,218.54,payment,online,False
TXN00000139,ACC002685,BR006,PRD003,2024-09-11,-81.36,deposit,branch,False
TXN00000140,ACC002435,BR004,PRD002,2024-09-11,642.2,transfer,online,False
TXN00000141,ACC000828,BR012,PRD007,2023-12-27,-590.76,payment,mobile,False
TXN00000142,ACC002022,BR002,PRD003,2023-08-27,52.21,deposit,atm,False
TXN00000143,ACC002851,BR004,PRD002,2023-03-22,123.78,transfer,online,False
TXN00000144,ACC000667,BR009,PRD001,2025-12-17,64.43,payment,mobile,False
TXN00000145,ACC001477,BR014,PRD002,2023-08-09,60.34,withdrawal,branch,False
TXN00000146,ACC000788,BR002,PRD004,2025-06-24,6.77,withdrawal,mobile,False
TXN00000147,ACC002565,BR005,PRD001,2023-05-22,-169.29,deposit,branch,False
TXN00000148,ACC000892,BR010,PRD002,2023-08-24,-125.73,transfer,branch,False
TXN00000149,ACC000124,BR013,PRD004,2023-11-22,9.51,withdrawal,online,False
TXN00000150,ACC001080,BR001,PRD007,2025-10-06,58.79,transfer,mobile,False
TXN00000151,ACC001413,BR008,PRD008,2024-12-11,429.99,transfer,mobile,False
TXN00000152,ACC000309,BR002,PRD004,2025-03-18,49.29,withdrawal,mobile,False
TXN00000153,ACC002064,BR011,PRD002,2023-04-23,28.18,payment,branch,False
TXN00000154,ACC003112,BR014,PRD007,2024-02-26,121.01,payment,mobile,False
TXN00000155,ACC000094,BR007,PRD005,2025-03-23,-763.93,withdrawal,atm,False
TXN00000156,ACC001016,BR001,PRD008,2023-03-01,-49.89,deposit,online,False
TXN00000157,ACC000037,BR014,PRD008,2023-05-15,200.73,deposit,mobile,False
TXN00000158,ACC000748,BR014,PRD004,2023-03-04,-258.1,transfer,mobile,False
TXN00000159,ACC002851,BR010,PRD004,2023-12-17,48.84,payment,online,False
TXN00000160,ACC000022,BR003,PRD008,2023-10-19,234.49,withdrawal,online,False
TXN00000161,ACC001384,BR006,PRD006,2023-08-19,82.53,deposit,mobile,False
TXN00000162,ACC000880,BR013,PRD003,2024-04-26,-180.09,payment,atm,False
TXN00000163,ACC002004,BR003,PRD004,2024-05-07,180.69,deposit,online,False
TXN00000164,ACC001685,BR009,PRD006,2024-09-29,-138.13,payment,online,False
TXN00000165,ACC003024,BR002,PRD005,2025-03-15,17.03,payment,branch,False
TXN00000166,ACC001640,BR006,PRD008,2024-12-07,324.66,payment,mobile,False
TXN00000167,ACC000500,BR001,PRD005,2025-11-16,69.63,deposit,online,False
TXN00000168,ACC000326,BR009,PRD003,2023-08-19,37.16,withdrawal,mobile,False
TXN00000169,ACC000298,BR002,PRD007,2023-07-28,7.49,payment,branch,False
TXN00000170,ACC001537,BR007,PRD003,2023-02-15,160.88,transfer,online,False
TXN00000171,ACC001105,BR015,PRD006,2024-06-12,203.73,payment,atm,False
TXN00000172,ACC003085,BR008,PRD004,2025-07-14,3.01,transfer,branch,False
TXN00000173,ACC002772,BR005,PRD006,2024-11-23,129.17,payment,mobile,False
TXN00000174,ACC000946,BR002,PRD002,2025-04-27,46.23,withdrawal,mobile,False
TXN00000175,ACC000904,BR013,PRD007,2025-08-23,186.5,withdrawal,branch,False
TXN00000176,ACC002977,BR012,PRD008,2024-03-01,-34.49,withdrawal,online,False
TXN00000177,ACC000227,BR014,PRD006,2025-07-12,211.36,withdrawal,online,False
TXN00000178,ACC002934,BR007,PRD002,2025-01-08,88.01,deposit,branch,False
TXN00000179,ACC002840,BR004,PRD001,2024-07-17,496.86,transfer,atm,False
TXN00000180,ACC001941,BR001,PRD001,2025-05-10,26.63,payment,online,False
TXN00000181,ACC002361,BR005,PRD002,2024-01-07,75.08,transfer,online,False
TXN00000182,ACC001586,BR005,PRD006,2023-10-11,21.68,payment,online,False
TXN00000183,ACC000535,BR009,PRD003,2023-01-16,465.51,deposit,mobile,False
TXN00000184,ACC003042,BR011,PRD002,2025-07-04,377.7,transfer,online,False
TXN00000185,ACC002713,BR010,PRD006,2024-01-13,53.7,transfer,branch,False
TXN00000186,ACC002915,BR014,PRD004,2023-11-29,-194.18,transfer,mobile,False
TXN00000187,ACC002814,BR001,PRD001,2023-07-05,-305.91,deposit,mobile,False
TXN00000188,ACC000424,BR011,PRD005,2024-11-22,-145.82,payment,branch,False
TXN00000189,ACC000981,BR014,PRD005,2024-09-09,135.77,deposit,online,False
TXN00000190,ACC002891,BR006,PRD004,2024-12-19,49.84,withdrawal,atm,False
TXN00000191,ACC002763,BR012,PRD008,2025-01-05,-17.59,payment,branch,False
TXN00000192,ACC000198,BR015,PRD007,2024-10-29,-409.52,transfer,mobile,False
TXN00000193,ACC001935,BR006,PRD002,2025-11-26,415.22,deposit,mobile,False
TXN00000194,ACC002766,BR002,PRD005,2023-01-05,-180.48,deposit,branch,False
TXN00000195,ACC000489,BR005,PRD007,2024-06-05,-74.53,deposit,branch,False
TXN00000196,ACC002068,BR006,PRD008,2024-09-13,77.32,transfer,mobile,False
TXN00000197,ACC002997,BR012,PRD006,2024-01-14,233.0,payment,mobile,False
TXN00000198,ACC002292,BR008,PRD008,2023-01-10,409.34,payment,branch,False
TXN00000199,ACC001396,BR015,PRD006,2023-07-14,392.6,deposit,branch,False
TXN00000200,ACC000670,BR008,PRD007,2023-05-04,-272.44,payment,mobile,False
TXN00000201,ACC000608,BR015,PRD006,2024-02-21,184.92,transfer,mobile,False
TXN00000202,ACC001260,BR002,PRD003,2023-01-03,15.82,withdrawal,mobile,False
TXN00000203,ACC003101,BR008,PRD001,2023-04-06,31.73,payment,branch,False
TXN00000204,ACC002098,BR015,PRD007,2025-06-09,411.88,withdrawal,branch,False
TXN00000205,ACC003083,BR005,PRD004,2025-10-30,167.85,withdrawal,mobile,False
TXN00000206,ACC001248,BR015,PRD007,2023-12-27,-1.66,transfer,branch,False
TXN00000207,ACC001174,BR013,PRD005,2024-11-27,-19.26,transfer,mobile,False
TXN00000208,ACC001929,BR002,PRD005,2025-11-10,196.05,deposit,mobile,False
TXN00000209,ACC001112,BR001,PRD006,2023-03-24,0.91,transfer,online,False
TXN00000210,ACC003092,BR007,PRD003,2024-01-03,-31.56,withdrawal,branch,False
TXN00000211,ACC003045,BR006,PRD005,2023-12-18,143.23,payment,atm,False
TXN00000212,ACC002506,BR008,PRD001,2024-06-12,211.92,payment,atm,False
TXN00000213,ACC001773,BR011,PRD003,2023-11-01,189.98,payment,mobile,False
TXN00000214,ACC001508,BR012,PRD006,2024-02-14,-45.71,deposit,branch,False
TXN00000215,ACC001468,BR007,PRD004,2025-04-15,224.18,withdrawal,atm,False
TXN00000216,ACC000945,BR003,PRD005,2023-11-03,48.75,payment,atm,False
TXN00000217,ACC003158,BR003,PRD008,2024-03-24,-70.85,withdrawal,atm,False
TXN00000218,ACC002375,BR004,PRD001,2024-04-14,-247.02,deposit,branch,False
TXN00000219,ACC002393,BR005,PRD004,2023-03-11,188.78,payment,branch,False
TXN00000220,ACC000783,BR011,PRD004,2023-09-11,340.55,transfer,online,False
TXN00000221,ACC003138,BR006,PRD003,2025-09-24,192.93,transfer,mobile,False
TXN00000222,ACC000414,BR013,PRD006,2023-08-21,-151.21,payment,mobile,False
TXN00000223,ACC002673,BR006,PRD005,2024-12-31,17.7,transfer,atm,False
TXN00000224,ACC002005,BR008,PRD004,2023-11-19,-82.51,transfer,branch,False
TXN00000225,ACC002922,BR004,PRD008,2025-05-27,55.47,withdrawal,online,False
TXN00000226,ACC000544,BR011,PRD004,2023-03-19,50.35,payment,mobile,False
TXN00000227,ACC002773,BR011,PRD004,2024-03-08,650.22,transfer,branch,False
TXN00000228,ACC000388,BR013,PRD006,2025-05-11,89.89,transfer,branch,False
TXN00000229,ACC002980,BR001,PRD006,2025-03-22,-400.69,payment,mobile,False
TXN00000230,ACC003144,BR004,PRD008,2024-09-01,-179.52,payment,mobile,False
TXN00000231,ACC001220,BR004,PRD007,2023-10-19,285.09,deposit,branch,False
TXN00000232,ACC001372,BR014,PRD003,2025-08-19,-125.72,withdrawal,atm,False
TXN00000233,ACC001444,BR004,PRD007,2025-06-23,154.83,withdrawal,mobile,False
TXN00000234,ACC002473,BR015,PRD006,2024-08-14,122.09,withdrawal,online,False
TXN00000235,ACC003048,BR007,PRD006,2025-01-23,39.1,deposit,mobile,False
TXN00000236,ACC002010,BR003,PRD001,2023-07-06,230.72,withdrawal,mobile,False
TXN00000237,ACC001558,BR011,PRD004,2023-12-10,59.32,payment,mobile,False
TXN00000238,ACC002886,BR012,PRD003,2024-02-23,4.43,payment,online,False
TXN00000239,ACC002452,BR011,PRD007,2025-03-12,186.65,deposit,branch,False
TXN00000240,ACC000043,BR007,PRD007,2023-02-16,-35.09,withdrawal,atm,False
TXN00000241,ACC001247,BR013,PRD008,2024-02-09,-507.79,transfer,online,False
TXN00000242,ACC001145,BR013,PRD007,2023-04-30,553.96,withdrawal,mobile,False
TXN00000243,ACC001700,BR011,PRD006,2023-08-09,443.43,transfer,online,False
TXN00000244,ACC001012,BR007,PRD007,2024-09-06,83.21,payment,atm,False
TXN00000245,ACC000958,BR012,PRD001,2024-10-28,2.8,deposit,online,False
TXN00000246,ACC001413,BR009,PRD002,2024-01-27,-474.39,transfer,mobile,False
TXN00000247,ACC002431,BR008,PRD004,2024-07-14,100.61,transfer,online,False
TXN00000248,ACC001652,BR009,PRD004,2023-03-25,-612.15,withdrawal,online,False
TXN00000249,ACC000982,BR005,PRD007,2025-03-16,596.47,transfer,atm,False
TXN00000250,ACC000952,BR010,PRD007,2024-11-06,345.13,deposit,atm,False
TXN00000251,ACC002810,BR014,PRD001,2024-04-26,-62.78,deposit,branch,False
TXN00000252,ACC000185,BR007,PRD005,2024-08-18,-87.53,payment,branch,False
TXN00000253,ACC002407,BR008,PRD004,2025-04-04,342.85,payment,online,False
TXN00000254,ACC003010,BR011,PRD002,2023-06-17,-68.61,deposit,atm,False
TXN00000255,ACC001385,BR012,PRD004,2025-04-09,33.43,transfer,mobile,False
TXN00000256,ACC002913,BR011,PRD002,2023-04-01,146.47,transfer,branch,False
TXN00000257,ACC002467,BR006,PRD004,2023-09-26,-495.23,payment,branch,False
TXN00000258,ACC000916,BR012,PRD006,2023-01-01,214.35,withdrawal,online,False
TXN00000259,ACC001974,BR002,PRD001,2023-03-05,151.94,withdrawal,online,False
TXN00000260,ACC001908,BR015,PRD002,2025-02-06,18.4,payment,branch,False
TXN00000261,ACC002489,BR004,PRD002,2025-04-01,171.82,deposit,online,False
TXN00000262,ACC002358,BR014,PRD004,2025-04-23,-829.9,deposit,mobile,False
TXN00000263,ACC002018,BR009,PRD001,2023-01-24,27.17,withdrawal,atm,False
TXN00000264,ACC003077,BR001,PRD006,2025-10-01,131.49,payment,branch,False
TXN00000265,ACC002421,BR002,PRD003,2024-02-03,377.75,transfer,atm,False
TXN00000266,ACC000173,BR001,PRD005,2023-04-17,243.01,payment,branch,False
TXN00000267,ACC001930,BR007,PRD006,2023-11-13,-214.93,transfer,branch,False
TXN00000268,ACC000436,BR015,PRD003,2025-04-28,218.21,deposit,atm,False
TXN00000269,ACC001591,BR002,PRD006,2025-05-29,80.19,payment,branch,False
TXN00000270,ACC000483,BR014,PRD001,2023-05-10,62.56,deposit,atm,False
TXN00000271,ACC002911,BR014,PRD004,2024-03-29,298.33,deposit,atm,False
TXN00000272,ACC002391,BR010,PRD008,2023-10-05,299.04,payment,atm,False
TXN00000273,ACC001166,BR010,PRD006,2025-05-31,363.23,deposit,mobile,False
TXN00000274,ACC002338,BR005,PRD001,2025-01-05,440.03,transfer,atm,False
TXN00000275,ACC000578,BR013,PRD004,2025-05-14,128.9,deposit,mobile,False
TXN00000276,ACC003179,BR005,PRD001,2024-06-06,-125.31,deposit,branch,False
TXN00000277,ACC002047,BR001,PRD005,2024-04-28,288.17,payment,online,False
TXN00000278,ACC002319,BR014,PRD001,2025-04-07,188.95,transfer,branch,False
TXN00000279,ACC000540,BR005,PRD008,2024-11-28,-217.9,payment,atm,False
TXN00000280,ACC002612,BR010,PRD006,2023-03-25,-285.95,transfer,atm,False
TXN00000281,ACC001124,BR011,PRD003,2023-02-02,397.32,transfer,mobile,False
TXN00000282,ACC002665,BR003,PRD007,2024-10-09,74.25,transfer,mobile,False
TXN00000283,ACC001600,BR004,PRD006,2023-04-02,84.77,payment,online,False
TXN00000284,ACC002149,BR002,PRD007,2025-08-19,17.77,payment,online,False
TXN00000285,ACC000059,BR003,PRD007,2025-07-02,-155.41,deposit,branch,False
TXN00000286,ACC001585,BR007,PRD007,2023-01-17,6.59,transfer,atm,False
TXN00000287,ACC001639,BR008,PRD007,2023-04-05,112.79,payment,online,False
TXN00000288,ACC002039,BR001,PRD005,2023-11-20,140.81,transfer,mobile,False
TXN00000289,ACC000845,BR006,PRD003,2023-10-31,60.77,withdrawal,atm,False
TXN00000290,ACC001400,BR014,PRD007,2023-03-11,160.85,transfer,online,False
TXN00000291,ACC000257,BR006,PRD002,2023-04-26,5.58,withdrawal,branch,False
TXN00000292,ACC002999,BR004,PRD006,2023-06-29,6.85,deposit,online,False
TXN00000293,ACC001695,BR005,PRD004,2023-11-02,311.28,withdrawal,atm,False
TXN00000294,ACC002913,BR015,PRD002,2023-10-28,80.39,transfer,atm,False
TXN00000295,ACC001136,BR005,PRD002,2023-03-05,-24.46,withdrawal,online,False
TXN00000296,ACC000807,BR015,PRD008,2025-09-13,132.96,transfer,branch,False
TXN00000297,ACC000396,BR015,PRD007,2025-12-23,264.54,withdrawal,branch,False
TXN00000298,ACC002551,BR009,PRD002,2023-08-12,43.76,deposit,mobile,False
TXN00000299,ACC001273,BR006,PRD007,2025-08-06,-175.54,withdrawal,online,False
TXN00000300,ACC001940,BR013,PRD005,2024-12-11,16.06,payment,atm,False
TXN00000301,ACC001231,BR004,PRD003,2025-10-08,9.55,transfer,online,False
TXN00000302,ACC000761,BR004,PRD006,2024-10-31,136.42,deposit,mobile,False
TXN00000303,ACC002784,BR009,PRD003,2023-02-21,140.02,deposit,atm,False
TXN00000304,ACC001498,BR009,PRD003,2025-08-24,182.62,deposit,online,False
TXN00000305,ACC001937,BR012,PRD007,2023-04-01,233.09,payment,online,False
TXN00000306,ACC002853,BR002,PRD008,2023-09-22,670.24,payment,online,False
TXN00000307,ACC002802,BR012,PRD004,2025-03-09,130.73,withdrawal,branch,False
TXN00000308,ACC003073,BR003,PRD007,2023-07-15,70.2,payment,online,False
TXN00000309,ACC000337,BR004,PRD005,2023-01-08,285.42,deposit,mobile,False
TXN00000310,ACC001173,BR015,PRD007,2024-09-18,56.85,payment,online,False
TXN00000311,ACC000839,BR002,PRD008,2023-09-08,104.04,withdrawal,atm,False
TXN00000312,ACC001134,BR003,PRD008,2025-06-04,-14.71,deposit,branch,False
TXN00000313,ACC000188,BR004,PRD005,2024-08-26,4.62,payment,online,False
TXN00000314,ACC002224,BR011,PRD007,2023-05-21,591.73,payment,mobile,False
TXN00000315,ACC002911,BR002,PRD003,2025-01-20,325.4,payment,online,False
TXN00000316,ACC001791,BR009,PRD004,2023-09-19,-214.32,transfer,branch,False
TXN00000317,ACC000863,BR003,PRD003,2024-01-17,94.65,transfer,online,False
TXN00000318,ACC001799,BR004,PRD008,2023-08-29,34.26,withdrawal,mobile,False
TXN00000319,ACC001269,BR005,PRD008,2023-01-14,-30.62,deposit,atm,False
TXN00000320,ACC001684,BR007,PRD006,2023-01-26,51.84,payment,mobile,False
TXN00000321,ACC000571,BR002,PRD003,2024-01-06,143.42,deposit,atm,False
TXN00000322,ACC002063,BR008,PRD003,2024-06-19,-225.69,withdrawal,mobile,False
TXN00000323,ACC000883,BR014,PRD004,2023-01-23,194.29,transfer,mobile,False
TXN00000324,ACC002713,BR007,PRD007,2025-03-24,59.11,transfer,online,False
TXN00000325,ACC000388,BR011,PRD005,2024-06-25,557.66,transfer,online,False
TXN00000326,ACC002304,BR014,PRD005,2025-06-05,241.02,deposit,atm,False
TXN00000327,ACC000743,BR012,PRD007,2024-04-26,-145.48,deposit,mobile,False
TXN00000328,ACC000078,BR013,PRD004,2025-02-09,170.29,deposit,branch,False
