application_id,customer_id,branch_id,product_id,app_date,loan_amount,approved,defaulted,interest_rate
LOAN000031,CUST00682,BR011,PRD006,2025-10-01,386180.55,False,False,8.81
LOAN000032,CUST01054,BR007,PRD006,2024-08-21,166116.92,True,False,7.47
LOAN000033,CUST01653,BR002,PRD006,2025-08-24,354230.53,True,False,6.14
LOAN000034,CUST01280,BR003,PRD007,2023-09-26,151839.13,True,False,4.95
LOAN000035,CUST01471,BR004,PRD008,2025-03-13,180775.48,True,False,4.28
LOAN000036,CUST01937,BR013,PRD008,2023-07-28,145823.43,True,False,6.86
LOAN000037,CUST00943,BR006,PRD007,2024-02-19,116454.65,True,False,4.41
LOAN000038,CUST01145,BR005,PRD005,2025-07-11,235706.92,True,False,11.29
LOAN000039,CUST00780,BR015,PRD008,2023-05-02,152368.85,True,False,5.63
LOAN000040,CUST01834,BR006,PRD008,2023-03-12,129697.12,False,False,11.26
LOAN000041,CUST01155,BR006,PRD006,2023-10-30,238457.8,True,False,4.68
LOAN000042,CUST00206,BR008,PRD005,2023-04-07,319731.3,True,False,4.89
LOAN000043,CUST01299,BR011,PRD005,2025-07-10,28989.49,False,False,5.8
LOAN000044,CUST00165,BR005,PRD008,2024-12-28,77304.4,True,False,8.94
LOAN000045,CUST00926,BR006,PRD007,2024-05-15,219085.75,False,False,10.02
LOAN000046,CUST01547,BR002,PRD006,2023-10-18,231183.83,False,False,7.27
LOAN000047,CUST00895,BR012,PRD007,2025-09-20,237745.97,True,False,7.41
LOAN000048,CUST01702,BR011,PRD006,2023-07-02,18614.93,True,False,9.63
LOAN000049,CUST01878,BR007,PRD008,2024-05-23,433034.39,True,False,7.3
LOAN000050,CUST00483,BR004,PRD007,2025-07-13,191832.38,False,False,3.91
LOAN000051,CUST01417,BR011,PRD008,2024-09-20,400889.83,True,False,11.86
LOAN000052,CUST00361,BR013,PRD005,2023-08-19,366286.32,True,False,4.46
LOAN000053,CUST01411,BR006,PRD008,2023-09-19,405300.21,False,False,3.72
LOAN000054,CUST01209,BR004,PRD008,2025-01-04,201169.3,True,True,8.01
LOAN000055,CUST00955,BR012,PRD008,2024-03-13,375632.94,False,False,10.26
LOAN000056,CUST00816,BR005,PRD006,2025-09-09,359099.41,False,False,11.31
LOAN000057,CUST00291,BR002,PRD007,2025-07-08,215279.77,False,False,10.52
LOAN000058,CUST01813,BR006,PRD005,2024-09-04,32478.83,False,False,7.5
LOAN000059,CUST01910,BR012,PRD008,2025-12-04,15499.44,True,False,11.74
LOAN000060,CUST01529,BR003,PRD006,2025-09-05,431369.37,True,False,4.26
LOAN000061,CUST00618,BR012,PRD005,2024-11-09,240616.74,True,False,6.43
LOAN000062,CUST00779,BR012,PRD005,2025-10-27,155455.36,True,False,7.56
LOAN000063,CUST01144,BR014,PRD007,2023-12-24,58029.55,False,False,5.13
LOAN000064,CUST01324,BR002,PRD007,2024-05-09,260661.16,True,False,3.67
LOAN000065,CUST01167,BR009,PRD007,2024-12-20,270710.86,True,False,6.37
LOAN000066,CUST00359,BR015,PRD008,2025-04-17,374828.47,True,True,8.9
LOAN000067,CUST00706,BR002,PRD006,2024-01-21,319224.86,False,False,4.53
LOAN000068,CUST00435,BR005,PRD007,2023-10-08,121106.34,True,False,12.47
LOAN000069,CUST01439,BR004,PRD008,2023-12-18,196276.21,False,False,6.73
LOAN000070,CUST01850,BR002,PRD007,2025-06-15,393487.2,True,False,3.8
LOAN000071,CUST00802,BR015,PRD005,2023-08-09,241578.47,False,False,5.39
LOAN000072,CUST00226,BR010,PRD005,2024-03-29,166932.45,True,False,5.3
LOAN000073,CUST01615,BR011,PRD007,2023-05-02,18944.6,True,False,7.25
LOAN000074,CUST02000,BR011,PRD008,2025-11-01,355562.95,True,False,12.07
LOAN000075,CUST00681,BR001,PRD007,2023-09-13,281486.13,True,False,7.0
LOAN000076,CUST01527,BR011,PRD005,2024-10-30,346895.16,True,False,8.05
LOAN000077,CUST01618,BR011,PRD008,2024-06-18,166693.89,True,False,5.11
LOAN000078,CUST01830,BR015,PRD005,2023-09-02,358666.23,True,False,8.0
LOAN000079,CUST01779,BR015,PRD008,2025-09-07,433784.08,False,False,10.72
LOAN000080,CUST01886,BR008,PRD005,2025-03-06,190167.22,False,False,10.17
LOAN000081,CUST01698,BR012,PRD007,2024-08-05,205119.39,False,False,4.22
LOAN000082,CUST00654,BR009,PRD006,2024-05-12,233473.11,True,False,11.29
LOAN000083,CUST00926,BR006,PRD005,2025-05-15,385237.71,True,False,8.67
LOAN000084,CUST00310,BR010,PRD006,2024-02-29,172250.54,False,False,3.59
LOAN000085,CUST00396,BR009,PRD005,2024-09-04,141511.58,True,False,12.41
LOAN000086,CUST01611,BR008,PRD007,2025-09-02,327467.98,True,False,9.96
LOAN000087,CUST00901,BR006,PRD008,2024-10-26,342965.36,True,False,9.08
LOAN000088,CUST00414,BR009,PRD006,2024-01-16,264464.68,False,False,7.58
LOAN000089,CUST01376,BR012,PRD007,2025-12-14,200882.43,False,False,11.34
LOAN000090,CUST01545,BR001,PRD006,2025-02-09,178268.41,True,False,11.06
LOAN000091,CUST01186,BR015,PRD005,2024-06-11,377305.02,True,False,10.44
LOAN000092,CUST01691,BR002,PRD005,2025-07-12,18863.8,True,False,4.83
LOAN000093,CUST01650,BR015,PRD005,2025-11-27,142987.9,False,False,11.13
LOAN000094,CUST01431,BR010,PRD008,2024-09-26,393220.2,False,False,3.87
LOAN000095,CUST00982,BR006,PRD008,2023-06-21,147476.6,True,False,11.15
LOAN000096,CUST00808,BR005,PRD006,2024-11-12,113862.58,True,True,12.28
LOAN000097,CUST01047,BR003,PRD005,2023-08-12,221208.09,True,False,11.94
LOAN000098,CUST00929,BR012,PRD007,2023-04-08,194114.22,False,False,6.41
LOAN000099,CUST00043,BR003,PRD008,2025-01-14,164359.76,True,False,11.46
LOAN000100,CUST01251,BR015,PRD006,2025-05-09,150148.85,False,False,9.52
LOAN000101,CUST01153,BR015,PRD005,2025-05-20,212489.52,True,False,11.98
LOAN000102,CUST01769,BR009,PRD006,2025-03-20,73394.84,True,False,7.36
LOAN000103,CUST00713,BR013,PRD005,2025-05-31,57835.95,True,False,8.7
LOAN000104,CUST00848,BR005,PRD008,2023-03-09,182498.84,True,False,4.05
LOAN000105,CUST00028,BR008,PRD007,2023-09-01,382727.47,True,False,6.88
LOAN000106,CUST01601,BR012,PRD007,2025-03-18,223146.57,True,False,7.17
LOAN000107,CUST01606,BR006,PRD006,2025-10-02,220916.4,True,False,3.65
LOAN000108,CUST00127,BR001,PRD005,2023-06-16,367325.87,True,False,6.49
LOAN000109,CUST01960,BR002,PRD005,2024-03-14,326558.87,True,False,4.08
LOAN000110,CUST01064,BR004,PRD006,2024-02-13,236673.71,False,False,11.68
LOAN000111,CUST01960,BR011,PRD007,2023-11-01,180415.12,True,False,5.28
LOAN000112,CUST01010,BR010,PRD006,2023-07-16,46388.36,False,False,11.23
LOAN000113,CUST01949,BR001,PRD007,2023-05-20,108985.19,True,False,12.28
LOAN000114,CUST00408,BR014,PRD005,2023-02-08,113024.61,True,False,7.83
LOAN000115,CUST01323,BR001,PRD006,2023-02-20,207181.37,False,False,4.06
LOAN000116,CUST00988,BR007,PRD006,2024-12-29,240264.06,True,False,9.55
LOAN000117,CUST01301,BR010,PRD006,2023-02-15,334476.78,False,False,8.2
LOAN000118,CUST00873,BR007,PRD006,2024-10-08,366038.15,True,False,10.27
LOAN000119,CUST01266,BR006,PRD008,2023-12-17,88900.49,True,False,7.11
LOAN000120,CUST01457,BR014,PRD005,2025-06-18,65876.67,False,False,4.7
LOAN000121,CUST01171,BR013,PRD006,2024-01-11,321033.05,True,False,8.27
LOAN000122,CUST00376,BR010,PRD005,2023-01-11,271225.51,False,False,10.09
LOAN000123,CUST01825,BR004,PRD008,2025-09-13,126201.25,True,False,7.11
LOAN000124,CUST01705,BR009,PRD006,2024-10-28,273847.78,True,False,4.37
LOAN000125,CUST01095,BR003,PRD005,2023-12-28,375208.23,True,False,6.59
LOAN000126,CUST01085,BR004,PRD008,2025-06-06,297121.34,True,False,12.46
LOAN000127,CUST00535,BR010,PRD008,2024-02-24,214962.38,True,False,5.44
LOAN000128,CUST00110,BR012,PRD008,2023-11-14,98962.16,True,False,4.04
LOAN000129,CUST00790,BR004,PRD007,2025-12-09,345652.87,True,False,6.14
LOAN000130,CUST00030,BR004,PRD008,2023-04-18,79381.14,False,False,9.92
LOAN000131,CUST01989,BR001,PRD008,2025-11-23,140493.22,True,False,8.9
LOAN000132,CUST00886,BR015,PRD005,2023-09-04,189186.14,False,False,6.51
LOAN000133,CUST00671,BR007,PRD008,2025-01-25,221264.46,True,False,6.32
LOAN000134,CUST00595,BR007,PRD008,2024-09-27,392013.08,True,False,4.16
LOAN000135,CUST00014,BR014,PRD007,2025-08-27,15508.82,False,False,7.16
LOAN000136,CUST00055,BR010,PRD006,2025-03-23,79433.95,True,True,10.19
LOAN000137,CUST00717,BR006,PRD008,2024-04-04,160338.39,False,False,5.85
LOAN000138,CUST00875,BR003,PRD005,2024-01-27,163002.9,True,False,5.48
LOAN000139,CUST00258,BR007,PRD008,2024-01-18,136244.31,False,False,8.61
LOAN000140,CUST01910,BR011,PRD006,2025-04-26,389086.58,False,False,6.84
LOAN000141,CUST01872,BR006,PRD005,2025-11-12,145660.96,False,False,10.54
LOAN000142,CUST00833,BR008,PRD008,2023-04-01,12047.02,True,False,6.22
LOAN000143,CUST00554,BR014,PRD007,2023-10-22,204572.53,True,False,8.91
LOAN000144,CUST01846,BR008,PRD006,2023-12-26,71915.57,True,False,7.4
LOAN000145,CUST01216,BR006,PRD006,2025-07-29,255702.61,True,False,8.09
LOAN000146,CUST00579,BR008,PRD005,2023-11-07,259398.88,False,False,9.46
LOAN000147,CUST01317,BR015,PRD005,2023-01-02,171958.96,True,False,4.07
LOAN000148,CUST01813,BR005,PRD006,2024-12-31,26889.21,True,False,11.23
LOAN000149,CUST01940,BR006,PRD007,2025-07-21,305483.81,True,False,10.38
LOAN000150,CUST01038,BR008,PRD006,2023-06-21,418104.47,True,False,10.25
LOAN000151,CUST01813,BR004,PRD006,2024-03-13,312150.97,True,True,9.4
LOAN000152,CUST01206,BR011,PRD005,2024-03-24,117840.88,True,False,12.12
LOAN000153,CUST00026,BR009,PRD008,2023-03-24,244835.85,True,False,5.5
LOAN000154,CUST00870,BR010,PRD008,2024-07-12,96002.14,True,False,10.84
LOAN000155,CUST00810,BR004,PRD007,2025-01-07,114093.45,True,False,3.87
LOAN000156,CUST00579,BR009,PRD007,2025-08-07,193928.7,True,False,10.86
LOAN000157,CUST01230,BR004,PRD007,2024-01-19,187668.96,True,False,10.73
LOAN000158,CUST01757,BR004,PRD007,2023-12-28,372590.52,True,False,11.22
LOAN000159,CUST01928,BR002,PRD005,2024-09-20,265827.13,True,False,9.8
LOAN000160,CUST00915,BR010,PRD008,2023-10-31,119312.86,True,False,4.4
LOAN000161,CUST01498,BR011,PRD007,2024-10-04,240685.67,True,False,3.6
LOAN000162,CUST01190,BR009,PRD005,2023-03-21,210650.56,True,False,4.42
LOAN000163,CUST00807,BR015,PRD007,2023-08-12,50572.29,True,True,11.34
LOAN000164,CUST01679,BR005,PRD008,2025-05-30,288952.15,False,False,9.31
LOAN000165,CUST00350,BR008,PRD006,2023-07-21,183205.55,False,False,7.22
LOAN000166,CUST01458,BR011,PRD005,2024-07-02,137792.25,False,False,7.41
LOAN000167,CUST00929,BR001,PRD006,2024-04-26,265032.03,True,False,5.18
LOAN000168,CUST01977,BR005,PRD005,2025-08-11,119234.18,False,False,7.95
LOAN000169,CUST01846,BR010,PRD008,2024-04-08,174381.58,True,False,10.88
LOAN000170,CUST01997,BR008,PRD007,2024-05-22,370115.79,True,False,6.52
LOAN000171,CUST01945,BR010,PRD007,2025-03-02,203956.29,False,False,12.29
LOAN000172,CUST00911,BR011,PRD006,2024-06-30,372709.29,True,False,5.44
LOAN000173,CUST00287,BR010,PRD006,2025-05-19,127542.58,True,False,4.25
LOAN000174,CUST01578,BR013,PRD005,2024-09-14,305664.77,True,False,6.35
LOAN000175,CUST01396,BR007,PRD005,2025-06-28,242394.64,False,False,10.41
LOAN000176,CUST00638,BR009,PRD005,2023-11-02,376543.71,True,False,6.43
LOAN000177,CUST01508,BR015,PRD006,2023-02-16,108286.63,True,False,11.14
LOAN000178,CUST01870,BR007,PRD005,2024-10-07,172809.32,True,False,10.9
LOAN000179,CUST01305,BR002,PRD008,2024-12-28,69093.89,True,False,11.71
LOAN000180,CUST01343,BR004,PRD006,2023-10-28,218440.29,True,False,5.03
LOAN000181,CUST00378,BR013,PRD005,2024-05-03,241710.53,True,False,11.33
LOAN000182,CUST00611,BR013,PRD006,2025-12-08,176417.63,False,False,5.1
LOAN000183,CUST01431,BR012,PRD008,2025-10-25,260297.16,False,False,11.01
LOAN000184,CUST00824,BR009,PRD008,2024-11-18,56366.49,True,False,3.87
LOAN000185,CUST00472,BR008,PRD008,2024-01-19,27219.49,True,False,5.57
LOAN000186,CUST01559,BR013,PRD006,2023-08-01,5271.3,True,False,7.36
LOAN000187,CUST00735,BR010,PRD008,2024-05-14,314591.76,True,False,9.89
LOAN000188,CUST01458,BR010,PRD007,2024-10-12,287246.76,True,False,6.17
LOAN000189,CUST01953,BR007,PRD006,2025-03-19,331700.09,False,False,8.69
LOAN000190,CUST00591,BR010,PRD008,2024-10-24,387808.28,False,False,7.8
LOAN000191,CUST00062,BR013,PRD008,2025-08-29,82705.99,True,False,9.21
LOAN000192,CUST00521,BR006,PRD005,2025-01-23,69551.33,False,False,12.17
LOAN000193,CUST01845,BR014,PRD005,2023-03-29,317071.77,True,False,10.31
LOAN000194,CUST01582,BR006,PRD008,2025-06-05,306312.26,True,False,4.38
LOAN000195,CUST00894,BR002,PRD007,2023-12-14,210454.32,True,False,9.36
LOAN000196,CUST01406,BR013,PRD005,2024-05-20,104751.43,True,False,9.62
LOAN000197,CUST00463,BR012,PRD006,2024-09-25,369308.69,True,False,5.97
LOAN000198,CUST00841,BR013,PRD006,2023-03-24,91422.28,True,False,11.45
LOAN000199,CUST01656,BR007,PRD006,2024-07-29,4327.13,True,False,5.8
LOAN000200,CUST00053,BR003,PRD006,2025-02-07,184215.22,True,False,9.55
LOAN000201,CUST01868,BR001,PRD006,2023-03-20,448684.45,True,False,6.84
LOAN000202,CUST01586,BR012,PRD008,2023-06-01,427066.31,True,False,6.8
LOAN000203,CUST00682,BR004,PRD008,2024-08-04,313597.11,False,False,4.99
LOAN000204,CUST00449,BR011,PRD005,2023-04-06,208262.72,False,False,11.34
LOAN000205,CUST00292,BR002,PRD005,2024-03-08,145357.48,True,False,4.45
LOAN000206,CUST01575,BR001,PRD005,2025-09-16,236175.57,False,False,7.46
LOAN000207,CUST00240,BR007,PRD007,2023-01-22,104833.75,True,False,11.65
LOAN000208,CUST01996,BR007,PRD005,2023-01-29,271555.66,True,False,6.62
LOAN000209,CUST00933,BR014,PRD006,2024-11-19,448266.8,True,False,4.74
LOAN000210,CUST01234,BR014,PRD008,2025-02-23,381882.28,True,False,5.58
LOAN000211,CUST00507,BR009,PRD006,2023-12-07,109299.07,False,False,7.98
LOAN000212,CUST01989,BR003,PRD008,2023-05-20,298550.0,False,False,9.71
LOAN000213,CUST01035,BR012,PRD005,2023-03-15,11913.18,False,False,6.08
LOAN000214,CUST01246,BR009,PRD005,2023-04-25,297950.63,True,False,11.51
LOAN000215,CUST01890,BR005,PRD008,2024-12-20,302111.12,True,False,5.89
LOAN000216,CUST01667,BR012,PRD005,2025-05-04,229482.19,True,False,9.33
LOAN000217,CUST01595,BR013,PRD007,2024-08-18,62632.03,False,False,8.4
LOAN000218,CUST01293,BR014,PRD007,2025-11-03,213306.47,True,False,6.53
LOAN000219,CUST00831,BR005,PRD006,2023-07-04,281344.88,False,False,9.23
LOAN000220,CUST00714,BR003,PRD007,2024-05-02,437218.52,True,False,7.35
LOAN000221,CUST00887,BR014,PRD005,2025-04-03,240007.69,True,False,4.92
LOAN000222,CUST00578,BR011,PRD005,2023-08-27,247666.33,True,False,3.82
LOAN000223,CUST00660,BR001,PRD007,2023-06-01,69145.15,False,False,5.04
LOAN000224,CUST00122,BR015,PRD007,2024-01-04,285422.32,False,False,8.61
LOAN000225,CUST00935,BR012,PRD007,2023-09-09,359520.56,True,False,7.68
LOAN000226,CUST01137,BR003,PRD007,2025-05-28,214735.59,True,False,4.95
LOAN000227,CUST01851,BR006,PRD007,2025-09-07,334730.24,True,False,3.53
LOAN000228,CUST01488,BR015,PRD007,2023-12-01,192351.11,True,False,5.19
LOAN000229,CUST01344,BR013,PRD008,2024-06-28,347412.45,True,False,9.56
LOAN000230,CUST00662,BR014,PRD008,2024-08-14,318632.38,True,False,4.84
LOAN000231,CUST01578,BR014,PRD007,2025-06-11,301628.7,True,False,9.72
LOAN000232,CUST01661,BR005,PRD005,2025-10-22,3181.41,False,False,6.36
LOAN000233,CUST01155,BR004,PRD008,2023-10-24,41105.11,True,False,9.63
LOAN000234,CUST01964,BR015,PRD008,2024-05-09,97024.68,True,False,5.88
LOAN000235,CUST01295,BR009,PRD008,2023-09-02,37091.43,False,False,7.85
LOAN000236,CUST01646,BR008,PRD007,2023-07-21,16798.7,True,False,11.11
LOAN000237,CUST00251,BR001,PRD006,2023-02-22,13811.99,False,False,4.05
LOAN000238,CUST01027,BR012,PRD005,2024-04-11,288902.17,True,False,11.75
LOAN000239,CUST01069,BR006,PRD006,2023-01-02,401670.27,False,False,4.25
LOAN000240,CUST00314,BR010,PRD005,2024-04-16,131224.13,False,False,8.19
LOAN000241,CUST01111,BR007,PRD008,2023-05-20,13927.43,True,False,8.26
LOAN000242,CUST00576,BR002,PRD007,2023-05-02,202599.01,False,False,8.8
LOAN000243,CUST00009,BR004,PRD006,2024-12-03,414301.07,False,False,5.97
LOAN000244,CUST00589,BR003,PRD007,2025-02-01,288315.25,True,False,7.37
LOAN000245,CUST00184,BR015,PRD008,2025-01-27,196937.67,True,False,9.33
LOAN000246,CUST00350,BR008,PRD006,2025-11-03,428198.71,True,False,11.27
LOAN000247,CUST00169,BR004,PRD005,2023-05-28,288506.06,True,False,7.65
LOAN000248,CUST00805,BR011,PRD006,2025-04-22,191948.46,True,False,10.58
LOAN000249,CUST00932,BR009,PRD006,2023-11-14,99762.87,True,False,8.79
LOAN000250,CUST01663,BR014,PRD008,2023-09-26,228219.29,True,False,9.34
LOAN000251,CUST01581,BR014,PRD008,2024-05-23,85964.62,False,False,9.76
LOAN000252,CUST00002,BR003,PRD005,2024-09-24,282895.91,True,False,5.12
LOAN000253,CUST01160,BR007,PRD008,2025-05-24,203430.52,False,False,9.61
LOAN000254,CUST00765,BR007,PRD007,2023-08-21,405918.71,False,False,4.6
LOAN000255,CUST00283,BR013,PRD006,2023-12-15,5915.26,True,False,4.99
LOAN000256,CUST01000,BR005,PRD005,2025-09-16,445194.63,True,False,10.42
LOAN000257,CUST01177,BR013,PRD008,2025-05-22,277237.32,False,False,4.7
LOAN000258,CUST01408,BR002,PRD008,2025-07-23,188388.54,False,False,9.94
LOAN000259,CUST00918,BR008,PRD006,2025-10-13,403356.1,True,False,6.94
LOAN000260,CUST00538,BR013,PRD008,2024-02-09,449861.07,True,False,4.76
LOAN000261,CUST00102,BR002,PRD005,2025-06-08,175347.29,True,False,11.38
LOAN000262,CUST01654,BR013,PRD006,2023-12-12,293162.19,True,False,10.8
LOAN000263,CUST01607,BR009,PRD005,2025-08-14,408694.01,True,False,8.07
LOAN000264,CUST01000,BR008,PRD008,2023-01-26,107166.72,False,False,9.74
LOAN000265,CUST00934,BR002,PRD007,2024-10-17,254438.9,True,False,10.45
LOAN000266,CUST00426,BR005,PRD005,2023-01-28,231247.76,True,False,10.8
LOAN000267,CUST01118,BR014,PRD005,2024-06-21,406103.83,True,False,10.25
LOAN000268,CUST00341,BR001,PRD008,2025-06-19,335157.51,True,False,8.78
LOAN000269,CUST00901,BR014,PRD007,2023-04-19,213295.62,True,False,12.25
LOAN000270,CUST00148,BR012,PRD007,2025-03-08,291010.41,False,False,11.06
LOAN000271,CUST01942,BR006,PRD006,2024-06-21,228423.24,True,False,8.49
LOAN000272,CUST00993,BR005,PRD006,2023-04-06,298974.28,False,False,10.06
LOAN000273,CUST01774,BR005,PRD007,2025-04-17,202863.37,True,False,6.71
LOAN000274,CUST00910,BR001,PRD008,2025-05-05,109260.13,True,False,7.31
LOAN000275,CUST01232,BR004,PRD006,2024-07-14,96634.58,True,False,7.25
LOAN000276,CUST01452,BR015,PRD008,2023-07-08,393847.44,False,False,12.29
LOAN000277,CUST01375,BR002,PRD005,2023-04-21,260541.68,True,False,4.81
LOAN000278,CUST01277,BR014,PRD005,2025-09-03,193544.9,False,False,8.92
LOAN000279,CUST00153,BR012,PRD006,2025-05-21,168105.75,False,False,5.35
LOAN000280,CUST00468,BR005,PRD008,2023-07-21,103617.27,True,False,7.77
LOAN000281,CUST00972,BR001,PRD006,2025-12-20,98960.06,True,False,5.75
LOAN000282,CUST00295,BR008,PRD006,2023-02-18,393141.71,True,False,10.51
LOAN000283,CUST00742,BR009,PRD005,2024-02-27,26780.22,False,False,6.38
LOAN000284,CUST01027,BR014,PRD005,2025-10-21,240306.05,True,False,4.05
LOAN000285,CUST01486,BR002,PRD007,2024-12-06,308060.73,True,False,6.96
LOAN000286,CUST01460,BR014,PRD005,2025-02-24,179935.96,True,False,5.89
LOAN000287,CUST00965,BR011,PRD007,2025-12-04,151600.19,True,False,11.26
LOAN000288,CUST01641,BR012,PRD006,2024-04-30,355294.13,True,False,11.92
LOAN000289,CUST00149,BR002,PRD008,2024-04-16,315150.83,True,False,8.7
LOAN000290,CUST01572,BR009,PRD005,2025-02-16,118146.82,True,False,9.5
LOAN000291,CUST00385,BR015,PRD005,2024-02-19,407958.82,False,False,4.12
LOAN000292,CUST01682,BR003,PRD005,2023-10-13,200495.46,True,False,4.84
LOAN000293,CUST00059,BR001,PRD005,2025-04-26,365156.18,True,False,9.03
LOAN000294,CUST00252,BR010,PRD007,2025-09-20,396082.89,False,False,4.07
LOAN000295,CUST01063,BR007,PRD007,2023-09-19,407767.34,False,False,4.1
LOAN000296,CUST01163,BR003,PRD005,2024-09-14,130847.4,False,False,4.91
LOAN000297,CUST00698,BR006,PRD005,2025-06-25,67132.78,False,False,5.05
LOAN000298,CUST00475,BR013,PRD008,2023-11-02,217137.61,False,False,10.56
LOAN000299,CUST00042,BR003,PRD008,2023-10-14,404428.22,True,False,8.6
LOAN000300,CUST01930,BR001,PRD008,2024-07-01,72672.7,False,False,4.21
LOAN000301,CUST00290,BR009,PRD005,2025-09-12,223370.07,True,False,10.39
LOAN000302,CUST00866,BR005,PRD007,2023-10-21,279832.15,False,False,8.75
LOAN000303,CUST00436,BR014,PRD008,2024-07-25,23573.54,True,False,7.2
LOAN000304,CUST01667,BR015,PRD008,2024-03-21,248571.97,True,False,8.88
LOAN000305,CUST00604,BR011,PRD005,2023-11-29,4154.01,True,False,5.3
LOAN000306,CUST00982,BR006,PRD008,2025-08-26,427504.13,False,False,8.08
LOAN000307,CUST01690,BR001,PRD006,2023-01-14,317231.71,False,False,6.27
LOAN000308,CUST00483,BR002,PRD005,2024-03-18,264246.65,True,False,6.71
LOAN000309,CUST00402,BR003,PRD007,2024-06-25,135037.58,False,False,7.2
LOAN000310,CUST01630,BR002,PRD006,2025-11-10,208002.91,True,False,6.48
LOAN000311,CUST00040,BR012,PRD005,2025-08-11,117579.35,True,False,9.11
LOAN000312,CUST00809,BR012,PRD005,2024-01-06,172568.15,False,False,5.32
LOAN000313,CUST01043,BR002,PRD007,2024-11-19,341748.73,True,False,10.01
LOAN000314,CUST00596,BR006,PRD006,2024-08-06,399293.49,True,False,8.5
LOAN000315,CUST00895,BR014,PRD008,2024-08-22,127187.78,True,False,11.27
LOAN000316,CUST01675,BR002,PRD007,2025-11-06,127574.9,True,False,9.4
LOAN000317,CUST00645,BR007,PRD005,2023-10-07,87296.08,True,False,9.16
LOAN000318,CUST01193,BR002,PRD008,2024-08-28,378704.02,True,False,8.36
LOAN000319,CUST01838,BR003,PRD006,2025-03-08,212957.61,False,False,12.44
LOAN000320,CUST01168,BR011,PRD008,2023-04-15,12058.54,True,True,6.49
LOAN000321,CUST01759,BR007,PRD006,2023-05-10,413532.06,True,False,9.28
LOAN000322,CUST01656,BR006,PRD008,2023-12-08,244859.58,True,False,9.24
LOAN000323,CUST00918,BR008,PRD006,2023-08-10,146229.64,False,False,4.14
LOAN000324,CUST01924,BR003,PRD006,2024-08-31,125266.23,True,False,6.53
LOAN000325,CUST00837,BR007,PRD008,2023-04-09,216979.58,True,False,7.05
LOAN000326,CUST00109,BR012,PRD005,2024-01-28,235409.0,True,False,5.26
LOAN000327,CUST00132,BR002,PRD005,2024-08-17,84453.71,False,False,6.67
LOAN000328,CUST00814,BR010,PRD005,2024-07-29,214224.38,True,False,6.58
LOAN000329,CUST01858,BR013,PRD005,2025-03-08,260299.88,True,False,6.29
LOAN000330,CUST01901,BR015,PRD007,2025-06-01,81371.71,True,False,11.27
LOAN000331,CUST00786,BR010,PRD005,2024-07-20,91869.74,False,False,12.2
