transaction_id,account_sk,customer_sk,branch_sk,product_sk,date_id,amount,transaction_type,channel,is_fraud_flag
TXN00000212,2506,515,8,1,20240612,211.92,payment,atm,False
TXN00000213,1773,1453,11,3,20231101,189.98,payment,mobile,False
TXN00000214,1508,62,12,6,20240214,-45.71,deposit,branch,False
TXN00000215,1468,408,7,4,20250415,224.18,withdrawal,atm,False
TXN00000216,945,736,3,5,20231103,48.75,payment,atm,False
TXN00000217,3158,1814,3,8,20240324,-70.85,withdrawal,atm,False
TXN00000218,2375,1528,4,1,20240414,-247.02,deposit,branch,False
TXN00000219,2393,36,5,4,20230311,188.78,payment,branch,False
TXN00000220,783,1985,11,4,20230911,340.55,transfer,online,False
TXN00000221,3138,54,6,3,20250924,192.93,transfer,mobile,False
TXN00000222,414,1012,13,6,20230821,-151.21,payment,mobile,False
TXN00000223,2673,223,6,5,20241231,17.7,transfer,atm,False
TXN00000224,2005,1759,8,4,20231119,-82.51,transfer,branch,False
TXN00000225,2922,562,4,8,20250527,55.47,withdrawal,online,False
TXN00000226,544,2048,11,4,20230319,50.35,payment,mobile,False
TXN00000227,2773,211,11,4,20240308,650.22,transfer,branch,False
TXN00000228,388,141,13,6,20250511,89.89,transfer,branch,False
TXN00000229,2980,690,1,6,20250322,-400.69,payment,mobile,False
TXN00000230,3144,1659,4,8,20240901,-179.52,payment,mobile,False
TXN00000231,1220,1081,4,7,20231019,285.09,deposit,branch,False
TXN00000232,1372,272,14,3,20250819,-125.72,withdrawal,atm,False
TXN00000233,1444,770,4,7,20250623,154.83,withdrawal,mobile,False
TXN00000234,2473,1473,15,6,20240814,122.09,withdrawal,online,False
TXN00000235,3048,1328,7,6,20250123,39.1,deposit,mobile,False
TXN00000236,2010,1936,3,1,20230706,230.72,withdrawal,mobile,False
TXN00000237,1558,2193,11,4,20231210,59.32,payment,mobile,False
TXN00000238,2886,1435,12,3,20240223,4.43,payment,online,False
TXN00000239,2452,1553,11,7,20250312,186.65,deposit,branch,False
TXN00000240,43,1465,7,7,20230216,-35.09,withdrawal,atm,False
TXN00000241,1247,1178,13,8,20240209,-507.79,transfer,online,False
TXN00000242,1145,1890,13,7,20230430,553.96,withdrawal,mobile,False
TXN00000243,1700,743,11,6,20230809,443.43,transfer,online,False
TXN00000244,1012,2092,7,7,20240906,83.21,payment,atm,False
TXN00000245,958,2054,12,1,20241028,2.8,deposit,online,False
TXN00000246,1413,96,9,2,20240127,-474.39,transfer,mobile,False
TXN00000247,2431,1611,8,4,20240714,100.61,transfer,online,False
TXN00000248,1652,449,9,4,20230325,-612.15,withdrawal,online,False
TXN00000249,982,699,5,7,20250316,596.47,transfer,atm,False
TXN00000250,952,2212,10,7,20241106,345.13,deposit,atm,False
TXN00000251,2810,528,14,1,20240426,-62.78,deposit,branch,False
TXN00000252,185,2095,7,5,20240818,-87.53,payment,branch,False
TXN00000253,2407,847,8,4,20250404,342.85,payment,online,False
TXN00000254,3010,1509,11,2,20230617,-68.61,deposit,atm,False
TXN00000255,1385,2011,12,4,20250409,33.43,transfer,mobile,False
TXN00000256,2913,116,11,2,20230401,146.47,transfer,branch,False
TXN00000257,2467,1062,6,4,20230926,-495.23,payment,branch,False
TXN00000258,916,1806,12,6,20230101,214.35,withdrawal,online,False
TXN00000259,1974,785,2,1,20230305,151.94,withdrawal,online,False
TXN00000260,1908,395,15,2,20250206,18.4,payment,branch,False
TXN00000261,2489,1529,4,2,20250401,171.82,deposit,online,False
TXN00000262,2358,1423,14,4,20250423,-829.9,deposit,mobile,False
TXN00000263,2018,108,9,1,20230124,27.17,withdrawal,atm,False
TXN00000264,3077,2060,1,6,20251001,131.49,payment,branch,False
TXN00000265,2421,2185,2,3,20240203,377.75,transfer,atm,False
TXN00000266,173,1707,1,5,20230417,243.01,payment,branch,False
TXN00000267,1930,101,7,6,20231113,-214.93,transfer,branch,False
TXN00000268,436,513,15,3,20250428,218.21,deposit,atm,False
TXN00000269,1591,2170,2,6,20250529,80.19,payment,branch,False
TXN00000270,483,770,14,1,20230510,62.56,deposit,atm,False
TXN00000271,2911,1030,14,4,20240329,298.33,deposit,atm,False
TXN00000272,2391,1224,10,8,20231005,299.04,payment,atm,False
TXN00000273,1166,110,10,6,20250531,363.23,deposit,mobile,False
TXN00000274,2338,505,5,1,20250105,440.03,transfer,atm,False
TXN00000275,578,1437,13,4,20250514,128.9,deposit,mobile,False
TXN00000276,3179,2055,5,1,20240606,-125.31,deposit,branch,False
TXN00000277,2047,1767,1,5,20240428,288.17,payment,online,False
TXN00000278,2319,1095,14,1,20250407,188.95,transfer,branch,False
TXN00000279,540,604,5,8,20241128,-217.9,payment,atm,False
TXN00000280,2612,252,10,6,20230325,-285.95,transfer,atm,False
TXN00000281,1124,751,11,3,20230202,397.32,transfer,mobile,False
TXN00000282,2665,1102,3,7,20241009,74.25,transfer,mobile,False
TXN00000283,1600,958,4,6,20230402,84.77,payment,online,False
TXN00000284,2149,211,2,7,20250819,17.77,payment,online,False
TXN00000285,59,775,3,7,20250702,-155.41,deposit,branch,False
TXN00000286,1585,1489,7,7,20230117,6.59,transfer,atm,False
TXN00000287,1639,1164,8,7,20230405,112.79,payment,online,False
TXN00000288,2039,1474,1,5,20231120,140.81,transfer,mobile,False
TXN00000289,845,215,6,3,20231031,60.77,withdrawal,atm,False
TXN00000290,1400,1830,14,7,20230311,160.85,transfer,online,False
TXN00000291,257,1442,6,2,20230426,5.58,withdrawal,branch,False
TXN00000292,2999,661,4,6,20230629,6.85,deposit,online,False
TXN00000293,1695,1903,5,4,20231102,311.28,withdrawal,atm,False
TXN00000294,2913,116,15,2,20231028,80.39,transfer,atm,False
TXN00000295,1136,14,5,2,20230305,-24.46,withdrawal,online,False
TXN00000296,807,1575,15,8,20250913,132.96,transfer,branch,False
TXN00000297,396,833,15,7,20251223,264.54,withdrawal,branch,False
TXN00000298,2551,2118,9,2,20230812,43.76,deposit,mobile,False
TXN00000299,1273,1160,6,7,20250806,-175.54,withdrawal,online,False
TXN00000300,1940,534,13,5,20241211,16.06,payment,atm,False
TXN00000301,1231,1175,4,3,20251008,9.55,transfer,online,False
TXN00000302,761,858,4,6,20241031,136.42,deposit,mobile,False
TXN00000303,2784,1,9,3,20230221,140.02,deposit,atm,False
TXN00000304,1498,728,9,3,20250824,182.62,deposit,online,False
TXN00000305,1937,1682,12,7,20230401,233.09,payment,online,False
TXN00000306,2853,544,2,8,20230922,670.24,payment,online,False
TXN00000307,2802,1000,12,4,20250309,130.73,withdrawal,branch,False
TXN00000308,3073,519,3,7,20230715,70.2,payment,online,False
TXN00000309,337,1538,4,5,20230108,285.42,deposit,mobile,False
TXN00000310,1173,982,15,7,20240918,56.85,payment,online,False
TXN00000311,839,1722,2,8,20230908,104.04,withdrawal,atm,False
TXN00000312,1134,1308,3,8,20250604,-14.71,deposit,branch,False
TXN00000313,188,458,4,5,20240826,4.62,payment,online,False
TXN00000314,2224,534,11,7,20230521,591.73,payment,mobile,False
TXN00000315,2911,1030,2,3,20250120,325.4,payment,online,False
TXN00000316,1791,267,9,4,20230919,-214.32,transfer,branch,False
TXN00000317,863,227,3,3,20240117,94.65,transfer,online,False
TXN00000318,1799,1520,4,8,20230829,34.26,withdrawal,mobile,False
TXN00000319,1269,1008,5,8,20230114,-30.62,deposit,atm,False
TXN00000320,1684,460,7,6,20230126,51.84,payment,mobile,False
TXN00000321,571,595,2,3,20240106,143.42,deposit,atm,False
TXN00000322,2063,320,8,3,20240619,-225.69,withdrawal,mobile,False
TXN00000323,883,328,14,4,20230123,194.29,transfer,mobile,False
TXN00000324,2713,359,7,7,20250324,59.11,transfer,online,False
TXN00000325,388,141,11,5,20240625,557.66,transfer,online,False
TXN00000326,2304,1212,14,5,20250605,241.02,deposit,atm,False
TXN00000327,743,1796,12,7,20240426,-145.48,deposit,mobile,False
TXN00000328,78,712,13,4,20250209,170.29,deposit,branch,False
TXN00000329,2977,1281,15,6,20250110,97.93,transfer,atm,False
TXN00000330,1011,1457,15,4,20230802,51.24,payment,atm,False
TXN00000331,1614,2018,3,8,20250928,-79.2,payment,mobile,False
TXN00000332,1951,169,6,4,20250520,255.27,withdrawal,online,False
TXN00000333,1053,2076,10,2,20241209,2.61,deposit,online,False
TXN00000334,2013,1894,4,4,20230127,-22.21,payment,branch,False
TXN00000335,113,2039,2,2,20240403,8.48,transfer,online,False
TXN00000336,1,391,12,3,20240212,-7.48,transfer,mobile,False
TXN00000337,3106,742,2,1,20230106,-348.16,deposit,mobile,False
TXN00000338,1025,1062,5,1,20230703,218.92,payment,atm,False
TXN00000339,110,1345,8,7,20240418,-115.7,payment,atm,False
TXN00000340,2393,36,1,2,20240107,18.53,payment,atm,False
TXN00000341,917,1356,6,1,20251108,-121.77,payment,atm,False
TXN00000342,1488,1735,2,8,20250115,115.46,payment,atm,False
TXN00000343,2003,2156,2,2,20241118,34.24,deposit,mobile,False
TXN00000344,843,507,12,3,20250427,102.4,payment,online,False
TXN00000345,2261,386,13,7,20230509,91.5,transfer,mobile,False
TXN00000346,1421,1038,14,8,20240823,172.21,withdrawal,mobile,False
TXN00000347,2033,2108,4,7,20231104,-181.46,payment,mobile,False
TXN00000348,3135,1659,13,7,20240624,8.35,payment,mobile,False
TXN00000349,1063,460,8,5,20230610,84.49,transfer,atm,False
TXN00000350,1816,87,11,6,20230315,176.96,transfer,branch,False
TXN00000351,989,1058,10,3,20230112,125.9,payment,online,False
TXN00000352,2629,348,15,6,20230225,349.44,payment,online,False
TXN00000353,134,1500,9,8,20230115,193.5,withdrawal,atm,False
TXN00000354,2186,69,10,7,20240122,32.01,deposit,atm,False
TXN00000355,1556,632,12,1,20240720,13.17,payment,atm,False
TXN00000356,227,2013,2,5,20241221,185.11,payment,atm,False
TXN00000357,2894,1550,6,1,20230731,4.84,withdrawal,mobile,False
TXN00000358,944,1142,11,8,20250603,158.64,withdrawal,online,False
TXN00000359,1914,1137,5,7,20250318,-507.11,deposit,atm,False
TXN00000360,560,1393,14,4,20250829,154.22,deposit,online,False
TXN00000361,220,2012,14,5,20230523,88.43,deposit,branch,False
TXN00000362,2004,2085,13,8,20251228,185.55,transfer,branch,False
TXN00000363,2121,1883,8,8,20250819,110.33,withdrawal,atm,False
TXN00000364,89,665,5,5,20240316,141.99,payment,online,False
TXN00000365,1938,1024,14,4,20241130,510.86,transfer,atm,False
TXN00000366,761,858,12,1,20250406,-87.83,transfer,mobile,False
TXN00000367,248,574,3,2,20240109,584.84,payment,branch,False
TXN00000368,2335,2154,8,4,20250803,424.36,transfer,online,False
TXN00000369,420,102,15,4,20240523,-39.22,payment,mobile,False
TXN00000370,2841,181,8,1,20230516,12.94,payment,online,False
TXN00000371,123,578,1,5,20251012,19.12,payment,atm,False
TXN00000372,2789,1929,9,8,20240704,3.31,deposit,atm,False
TXN00000373,3149,519,7,4,20241103,17.86,deposit,online,False
TXN00000374,2541,237,9,3,20230429,206.8,withdrawal,branch,False
TXN00000375,2270,361,13,4,20250309,13.29,withdrawal,branch,False
TXN00000376,3049,2141,5,5,20240701,69.15,transfer,atm,False
TXN00000377,763,309,8,1,20250131,-335.43,deposit,online,False
TXN00000378,2537,1275,2,1,20250110,4.24,withdrawal,branch,False
TXN00000379,2487,708,7,7,20240206,303.22,deposit,atm,False
TXN00000380,1468,408,6,7,20240626,59.6,withdrawal,branch,False
TXN00000381,2633,139,5,6,20230504,22.64,payment,atm,False
TXN00000382,106,235,4,6,20230711,214.77,deposit,branch,False
TXN00000383,822,1427,12,3,20230321,-178.45,withdrawal,branch,False
TXN00000384,510,2140,10,1,20240501,377.89,transfer,online,False
TXN00000385,2904,1815,8,6,20250921,-239.09,withdrawal,atm,False
TXN00000386,2936,530,4,6,20251213,292.86,transfer,branch,False
TXN00000387,1991,784,13,4,20251121,59.64,payment,online,False
TXN00000388,2404,1025,9,2,20241204,35.16,transfer,online,False
TXN00000389,2809,2047,6,2,20241124,249.98,withdrawal,branch,False
TXN00000390,508,792,14,6,20240913,295.96,payment,mobile,False
TXN00000391,1387,1443,9,5,20240730,838.26,transfer,branch,False
TXN00000392,558,975,7,5,20240817,95.77,withdrawal,online,False
TXN00000393,1692,943,6,6,20241222,83.74,transfer,online,False
TXN00000394,319,2067,11,3,20231109,-269.63,payment,online,False
TXN00000395,3145,263,15,8,20251006,75.01,transfer,atm,False
TXN00000396,2901,697,9,4,20250705,480.62,transfer,atm,False
TXN00000397,1925,551,8,1,20230508,351.87,transfer,online,False
TXN00000398,1165,1465,10,5,20250502,-100.86,transfer,branch,False
TXN00000399,544,2048,13,6,20250513,-250.16,deposit,atm,False
TXN00000400,2401,1766,15,1,20231212,-252.83,payment,mobile,False
TXN00000401,3008,2037,5,7,20230911,19.59,withdrawal,mobile,False
TXN00000402,1978,634,13,4,20230509,419.12,transfer,branch,False
TXN00000403,828,601,15,8,20230412,126.67,transfer,online,False
TXN00000404,1378,332,6,5,20241229,315.24,transfer,mobile,False
TXN00000405,504,408,4,4,20250202,-69.43,payment,mobile,False
TXN00000406,2296,1872,13,6,20230116,406.58,deposit,branch,False
TXN00000407,3110,1682,4,5,20230612,-88.74,deposit,online,False
TXN00000408,2788,366,13,6,20231121,1.96,payment,atm,False
TXN00000409,2278,976,13,1,20240511,424.42,payment,branch,False
TXN00000410,2121,1883,11,6,20230220,17.23,deposit,online,False
TXN00000411,3124,430,2,2,20230810,69.24,withdrawal,atm,False
TXN00000412,1663,805,10,1,20240124,539.46,withdrawal,mobile,False
TXN00000413,2407,847,11,1,20240428,-541.43,withdrawal,branch,False
TXN00000414,2519,1724,5,5,20250710,153.36,payment,mobile,False
